road_corridor,slope_deg,elevation_m,rainfall_1h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_clay_percent,distance_to_river_m,vegetation_ndvi,historical_incidents,road_quality,p_landslide_true,landslide_occurred,p_flood_true,flood_occurred,inundation_depth_cm,risk_multiplier
NH-27 (East-West Corridor),31.5,2117.0,0.1,0.1,0.1,22.4,160.4,0.292,1,4,0.1218,0,0.1164,0,0.0,1.53
NH-10 (Siliguri-Gangtok),37.3,1316.8,0.1,0.4,0.5,25.6,771.7,0.588,2,2,0.228,1,0.0383,0,0.0,1.99
NH-06 (Guwahati-Shillong),17.0,904.2,35.2,231.9,585.2,20.5,1673.9,0.389,3,4,0.4575,0,0.2475,1,71.2,2.94
NH-10 (Siliguri-Gangtok),22.2,492.2,2.7,6.9,9.5,30.3,2679.1,0.77,2,1,0.0432,0,0.0273,0,0.0,1.72
NH-10 (Siliguri-Gangtok),46.7,1276.2,54.4,274.6,750.0,54.5,817.3,0.682,3,5,0.9359,1,0.3203,0,0.0,3.38
Guwahati-Jalukbari-Khanapara Urban,18.6,1819.9,1.9,4.9,9.7,21.4,728.0,0.586,1,4,0.0244,0,0.0366,0,0.0,1.24
NH-10 (Siliguri-Gangtok),40.9,1658.1,22.0,100.6,357.3,48.2,221.1,0.605,3,2,0.9315,1,0.4764,1,81.6,4.58
NH-37 (Silchar-Imphal),25.6,442.9,1.2,2.2,3.4,41.1,786.8,0.413,3,4,0.0707,0,0.0353,0,0.0,1.34
NH-10 (Siliguri-Gangtok),31.7,484.9,0.5,0.7,1.3,15.6,532.4,0.413,1,1,0.1352,0,0.0538,0,0.0,1.95
NH-10 (Siliguri-Gangtok),27.4,1095.3,4.0,5.8,9.3,52.8,897.4,0.678,1,3,0.0775,1,0.0355,0,0.0,1.51
Guwahati-Jalukbari-Khanapara Urban,30.3,896.3,23.1,172.6,462.9,53.8,543.8,0.714,5,5,0.8314,1,0.3851,1,69.5,3.73
NH-10 (Siliguri-Gangtok),45.9,779.9,10.7,100.0,282.6,52.0,369.9,0.676,3,2,0.9415,1,0.2954,0,0.0,3.81
NH-27 (East-West Corridor),27.8,869.9,1.7,4.0,6.6,35.1,229.8,0.465,4,4,0.1011,1,0.0964,0,0.0,1.47
NH-15 (North Bank Brahmaputra),39.4,1836.4,34.8,146.3,339.0,23.8,452.6,0.48,6,3,0.932,1,0.4341,1,77.5,4.36
NH-06 (Guwahati-Shillong),35.5,2069.1,68.2,380.0,750.0,30.7,231.3,0.382,2,3,0.8866,1,0.6012,1,119.3,4.52
NH-37 (Silchar-Imphal),43.5,1099.4,22.7,191.4,644.2,39.6,305.7,0.688,4,4,0.9354,1,0.5281,0,0.0,3.73
NH-06 (Guwahati-Shillong),55.3,2026.3,20.2,140.2,473.4,30.2,3645.2,0.197,2,5,0.9407,1,0.1968,1,50.7,3.64
NH-27 (East-West Corridor),46.5,944.8,0.1,0.1,0.2,43.3,619.7,0.153,3,2,0.3918,1,0.047,0,0.0,2.36
NH-10 (Siliguri-Gangtok),24.2,1231.4,2.4,5.9,10.3,46.8,757.2,0.189,6,2,0.0893,0,0.0414,0,0.0,1.69
Guwahati-Jalukbari-Khanapara Urban,16.3,768.2,21.0,105.8,275.5,23.4,1804.8,0.164,0,3,0.4018,0,0.1641,0,0.0,2.35
NH-06 (Guwahati-Shillong),26.3,1534.9,27.5,173.9,572.4,31.2,4485.3,0.794,7,3,0.7305,1,0.2425,0,0.0,3.15
NH-10 (Siliguri-Gangtok),40.6,2161.1,20.5,133.9,443.9,53.3,849.2,0.692,3,3,0.9268,1,0.2854,0,0.0,3.62
NH-06 (Guwahati-Shillong),17.2,1466.5,20.6,175.4,434.4,25.0,1489.1,0.334,2,4,0.4453,1,0.2445,1,56.2,2.79
NH-10 (Siliguri-Gangtok),36.3,1012.0,0.1,0.2,0.3,28.9,466.7,0.531,4,4,0.2362,0,0.0528,0,0.0,1.72
Guwahati-Jalukbari-Khanapara Urban,40.7,1548.5,23.9,175.5,425.9,16.4,441.9,0.814,3,3,0.9131,0,0.4432,1,68.4,4.26
NH-15 (North Bank Brahmaputra),29.4,577.4,0.7,1.6,2.3,28.3,562.3,0.64,3,1,0.1183,0,0.0527,0,0.0,1.91
NH-27 (East-West Corridor),48.1,1994.0,20.1,163.2,488.5,29.8,1043.0,0.88,2,2,0.9304,1,0.2913,0,0.0,3.79
NH-06 (Guwahati-Shillong),19.6,1280.7,1.4,1.9,3.0,19.0,1067.0,0.529,4,3,0.0368,0,0.0294,0,0.0,1.41
NH-37 (Silchar-Imphal),18.2,1181.3,19.7,173.6,582.9,15.1,452.9,0.432,2,5,0.4337,0,0.4066,0,0.0,2.36
NH-27 (East-West Corridor),46.3,1433.8,0.7,1.1,1.9,38.0,264.4,0.355,2,3,0.3362,0,0.0908,0,0.0,2.13
NH-15 (North Bank Brahmaputra),36.3,1505.9,5.4,15.2,20.7,27.1,950.6,0.554,4,3,0.2674,0,0.0344,0,0.0,1.92
Guwahati-Jalukbari-Khanapara Urban,44.6,482.8,0.7,1.0,1.2,15.7,259.9,0.718,0,4,0.232,0,0.0844,1,26.6,1.94
NH-15 (North Bank Brahmaputra),33.7,1612.8,3.0,35.1,112.1,49.4,841.1,0.568,3,2,0.4815,0,0.0456,0,0.0,2.55
NH-37 (Silchar-Imphal),25.6,797.6,12.3,93.7,306.0,38.4,1095.8,0.486,3,2,0.7037,0,0.1334,0,0.0,3.13
NH-10 (Siliguri-Gangtok),50.2,1670.8,1.6,1.9,3.4,21.8,1114.8,0.776,4,3,0.3514,0,0.0289,1,5.0,2.14
NH-15 (North Bank Brahmaputra),49.4,1871.7,5.4,63.2,217.9,49.6,1270.2,0.645,2,5,0.912,1,0.047,0,0.0,3.05
NH-06 (Guwahati-Shillong),44.9,1837.3,15.6,86.4,275.8,25.1,1800.0,0.53,0,4,0.9062,1,0.097,0,0.0,3.24
NH-15 (North Bank Brahmaputra),26.7,1372.1,4.1,5.4,7.3,24.1,704.5,0.412,1,4,0.0655,0,0.0382,0,0.0,1.33
NH-37 (Silchar-Imphal),40.4,1312.3,2.8,6.9,11.8,50.8,1198.2,0.504,1,3,0.2745,0,0.03,0,0.0,1.93
NH-15 (North Bank Brahmaputra),30.5,614.3,15.3,109.7,358.6,22.2,922.3,0.635,2,3,0.7898,1,0.1932,0,0.0,3.23
NH-27 (East-West Corridor),18.9,1784.4,42.2,307.1,750.0,50.2,315.3,0.41,2,2,0.5226,1,0.5604,1,94.4,3.83
NH-15 (North Bank Brahmaputra),54.4,852.1,0.0,0.1,0.2,47.1,170.8,0.328,2,4,0.3602,0,0.1168,0,0.0,2.06
NH-37 (Silchar-Imphal),20.9,1268.9,37.5,151.5,410.7,27.4,417.9,0.464,3,3,0.5537,0,0.4593,0,0.0,2.97
Guwahati-Jalukbari-Khanapara Urban,55.9,875.9,4.0,5.4,10.7,16.4,618.2,0.541,2,2,0.3494,1,0.0465,0,0.0,2.26
NH-37 (Silchar-Imphal),34.2,597.6,1.8,3.4,6.3,18.3,918.0,0.795,8,2,0.2127,0,0.034,0,0.0,1.95
NH-06 (Guwahati-Shillong),23.0,1514.7,0.5,1.4,2.5,19.4,1667.5,0.341,6,3,0.061,0,0.0247,0,0.0,1.46
NH-15 (North Bank Brahmaputra),38.3,450.5,0.2,0.3,0.6,50.6,324.8,0.591,3,4,0.2607,1,0.0748,0,0.0,1.8
NH-06 (Guwahati-Shillong),52.5,1735.0,31.7,253.7,750.0,31.2,257.3,0.5,3,1,0.9499,0,0.6065,1,80.7,4.9
NH-10 (Siliguri-Gangtok),46.5,937.5,18.2,164.0,414.4,16.3,2797.9,0.509,3,4,0.933,1,0.2191,0,0.0,3.42
NH-37 (Silchar-Imphal),49.7,350.2,0.4,0.9,1.6,37.3,241.5,0.827,2,4,0.3029,0,0.0922,1,5.0,1.95
NH-37 (Silchar-Imphal),43.3,1295.6,0.1,0.1,0.2,23.3,670.8,0.565,2,4,0.2763,0,0.0383,0,0.0,1.8
Guwahati-Jalukbari-Khanapara Urban,44.8,436.7,30.9,228.7,519.0,24.4,854.7,0.386,2,4,0.9283,1,0.3122,0,0.0,3.5
NH-06 (Guwahati-Shillong),51.5,860.9,42.6,237.4,692.9,21.4,773.6,0.71,5,2,0.9512,1,0.3521,0,0.0,3.89
NH-27 (East-West Corridor),25.7,1657.9,17.1,136.5,453.6,45.5,222.0,0.697,2,5,0.6482,1,0.5242,1,75.1,3.51
NH-10 (Siliguri-Gangtok),36.0,466.0,16.2,127.1,303.3,15.0,197.0,0.37,5,2,0.9167,1,0.5461,0,0.0,4.01
NH-37 (Silchar-Imphal),24.5,1902.8,1.9,5.6,9.1,32.6,239.2,0.335,3,2,0.0692,0,0.1035,0,0.0,1.7
NH-10 (Siliguri-Gangtok),57.5,357.1,42.6,208.8,585.0,18.5,854.7,0.624,5,3,0.9517,1,0.3215,1,78.2,4.3
NH-37 (Silchar-Imphal),55.6,806.6,2.3,5.6,10.8,37.1,778.8,0.544,1,3,0.334,1,0.0378,0,0.0,2.07
NH-15 (North Bank Brahmaputra),16.7,1720.7,8.3,20.3,26.8,28.8,363.0,0.465,3,5,0.0313,0,0.0718,0,0.0,1.14
NH-37 (Silchar-Imphal),45.3,935.1,4.7,11.2,18.1,16.1,962.4,0.74,2,3,0.3016,1,0.0327,0,0.0,2.0
Guwahati-Jalukbari-Khanapara Urban,54.8,538.5,4.1,6.0,9.2,33.4,1522.1,0.443,3,2,0.3951,0,0.0282,0,0.0,2.35
NH-37 (Silchar-Imphal),22.8,1016.4,14.0,130.9,424.6,37.8,184.0,0.626,1,5,0.5282,1,0.5289,1,59.1,3.13
NH-10 (Siliguri-Gangtok),39.4,850.2,10.0,99.3,250.4,24.9,701.5,0.761,4,3,0.9157,1,0.1696,1,27.3,3.69
NH-10 (Siliguri-Gangtok),54.4,1909.0,3.8,5.2,9.1,45.6,1085.2,0.489,2,3,0.3658,0,0.0312,0,0.0,2.14
Guwahati-Jalukbari-Khanapara Urban,16.5,929.7,2.3,5.3,7.7,29.8,382.6,0.221,3,3,0.0313,0,0.0677,0,0.0,1.44
Guwahati-Jalukbari-Khanapara Urban,45.0,1809.5,0.6,1.1,1.4,45.0,444.3,0.477,1,4,0.2927,1,0.057,0,0.0,1.85
NH-10 (Siliguri-Gangtok),27.8,2000.0,6.2,10.9,13.0,38.2,910.8,0.584,3,2,0.1034,0,0.0374,0,0.0,1.71
NH-10 (Siliguri-Gangtok),54.7,1152.6,13.9,84.5,217.1,49.8,1975.7,0.731,2,1,0.9384,1,0.1049,0,0.0,3.77
NH-37 (Silchar-Imphal),56.8,2033.4,49.7,363.4,750.0,36.9,1478.3,0.456,6,3,0.9573,1,0.2707,0,0.0,3.67
NH-06 (Guwahati-Shillong),55.6,1048.0,10.0,70.9,248.3,22.4,850.0,0.86,0,5,0.8973,1,0.0743,0,0.0,3.05
NH-10 (Siliguri-Gangtok),35.4,2133.5,12.1,72.6,291.4,47.9,1198.1,0.316,1,2,0.8834,1,0.0828,0,0.0,3.48
NH-27 (East-West Corridor),52.1,515.2,27.4,170.6,400.1,46.3,513.1,0.58,2,2,0.9437,1,0.4359,1,81.1,4.57
NH-06 (Guwahati-Shillong),51.3,1621.0,0.2,0.5,0.8,53.9,969.5,0.507,4,4,0.3926,1,0.031,0,0.0,2.04
NH-27 (East-West Corridor),28.7,1263.6,2.7,7.9,12.9,18.7,652.2,0.792,2,4,0.0837,0,0.0403,0,0.0,1.37
NH-06 (Guwahati-Shillong),50.6,1067.2,3.2,3.9,4.8,38.6,318.5,0.285,6,3,0.4361,1,0.0801,0,0.0,2.34
NH-10 (Siliguri-Gangtok),16.6,1520.5,12.4,86.7,258.6,34.7,1117.8,0.627,7,4,0.4779,1,0.1037,0,0.0,2.3
Guwahati-Jalukbari-Khanapara Urban,40.6,1652.1,14.1,93.6,261.0,41.8,800.4,0.506,4,2,0.9349,1,0.1681,0,0.0,3.67
Guwahati-Jalukbari-Khanapara Urban,24.9,358.1,2.3,6.1,6.8,54.2,505.3,0.825,2,3,0.0582,0,0.0557,0,0.0,1.48
NH-10 (Siliguri-Gangtok),20.2,658.9,0.0,0.1,0.1,36.3,2088.3,0.401,0,3,0.0292,0,0.0244,0,0.0,1.39
NH-06 (Guwahati-Shillong),18.3,1669.1,0.7,1.1,2.2,42.4,166.9,0.625,0,2,0.0249,0,0.1298,0,0.0,1.63
NH-10 (Siliguri-Gangtok),44.9,1582.8,21.3,149.0,314.6,28.9,453.6,0.399,5,2,0.9515,1,0.4333,0,0.0,3.97
NH-06 (Guwahati-Shillong),29.6,2137.2,3.6,8.8,13.4,27.0,196.9,0.584,4,2,0.1357,0,0.119,0,0.0,1.87
NH-15 (North Bank Brahmaputra),46.2,1757.9,40.9,172.6,514.4,28.4,1313.8,0.484,2,1,0.9389,1,0.2933,1,51.7,4.34
NH-10 (Siliguri-Gangtok),17.8,2108.9,27.4,148.2,517.0,16.5,1118.8,0.481,4,4,0.4848,1,0.2548,0,0.0,2.47
NH-15 (North Bank Brahmaputra),28.6,1649.7,0.9,1.1,2.0,26.4,472.0,0.192,3,4,0.1062,0,0.0524,0,0.0,1.44
NH-27 (East-West Corridor),38.2,901.4,85.0,366.6,750.0,21.9,1050.8,0.625,5,3,0.9226,1,0.2955,1,101.6,4.3
NH-15 (North Bank Brahmaputra),49.0,544.9,69.5,380.0,750.0,33.3,553.3,0.355,3,2,0.9482,1,0.4253,1,78.5,4.55
NH-10 (Siliguri-Gangtok),28.7,1796.4,5.7,12.2,20.4,33.4,1279.3,0.349,3,3,0.1211,1,0.0295,0,0.0,1.6
NH-06 (Guwahati-Shillong),41.9,1541.7,7.9,43.7,161.4,45.6,634.4,0.27,3,5,0.8155,0,0.057,0,0.0,2.85
NH-37 (Silchar-Imphal),53.1,439.1,0.4,0.6,1.2,35.1,575.2,0.36,7,3,0.4278,0,0.047,1,5.0,2.33
NH-15 (North Bank Brahmaputra),41.5,1016.1,0.4,0.6,1.0,33.5,2333.4,0.64,4,4,0.3041,0,0.0229,0,0.0,1.84
Guwahati-Jalukbari-Khanapara Urban,25.0,2120.1,34.8,249.6,699.2,24.3,381.1,0.631,4,2,0.69,1,0.506,0,0.0,3.47
NH-37 (Silchar-Imphal),16.0,1275.7,10.2,61.7,267.6,49.1,252.7,0.669,7,1,0.4971,0,0.1989,0,0.0,2.89
NH-10 (Siliguri-Gangtok),52.4,1150.5,24.3,126.1,387.4,18.6,852.7,0.365,1,1,0.9391,1,0.2904,1,52.9,4.35
NH-06 (Guwahati-Shillong),15.9,1196.7,12.6,100.3,391.0,54.3,2937.4,0.589,1,3,0.4179,0,0.1241,1,21.8,2.51
Guwahati-Jalukbari-Khanapara Urban,52.6,736.4,20.6,124.6,443.7,34.0,529.6,0.439,5,4,0.9537,1,0.3331,0,0.0,3.58
NH-10 (Siliguri-Gangtok),37.7,1032.1,25.3,103.5,399.5,22.4,201.2,0.722,4,4,0.9053,1,0.486,0,0.0,3.62
NH-37 (Silchar-Imphal),55.4,1034.2,38.3,243.2,573.5,29.2,481.6,0.627,3,4,0.9405,1,0.4277,0,0.0,3.64
Guwahati-Jalukbari-Khanapara Urban,49.3,446.9,25.4,141.7,339.8,15.6,714.1,0.432,5,5,0.946,1,0.2965,0,0.0,3.37
NH-10 (Siliguri-Gangtok),57.9,1770.0,1.4,3.2,4.6,21.7,291.3,0.737,5,1,0.4177,0,0.0914,0,0.0,2.61
Guwahati-Jalukbari-Khanapara Urban,30.1,1120.5,42.5,282.5,750.0,28.4,1008.6,0.641,9,4,0.8234,1,0.2917,1,52.7,3.65
NH-27 (East-West Corridor),48.0,1871.0,0.3,0.4,0.6,37.2,5000.0,0.3,3,4,0.3585,0,0.0227,0,0.0,1.96
Guwahati-Jalukbari-Khanapara Urban,32.3,1923.1,0.9,1.4,1.8,20.2,630.8,0.249,5,2,0.2049,0,0.0448,0,0.0,1.95
NH-27 (East-West Corridor),35.6,742.2,5.4,6.1,9.2,42.0,500.5,0.307,5,4,0.275,0,0.0531,0,0.0,1.81
NH-15 (North Bank Brahmaputra),42.0,1566.1,29.9,175.6,390.7,48.8,559.6,0.847,3,3,0.9268,1,0.4077,0,0.0,3.74
Guwahati-Jalukbari-Khanapara Urban,52.6,1223.7,1.0,1.0,2.0,37.9,247.9,0.367,5,3,0.4294,0,0.0953,0,0.0,2.34
Guwahati-Jalukbari-Khanapara Urban,57.3,1978.3,2.4,3.5,6.1,26.9,1868.3,0.88,1,2,0.3079,0,0.0262,0,0.0,2.15
Guwahati-Jalukbari-Khanapara Urban,48.0,749.1,10.7,71.6,239.2,19.9,578.7,0.358,3,3,0.9329,1,0.1128,0,0.0,3.46
NH-27 (East-West Corridor),33.0,1604.0,2.5,4.1,6.6,15.6,541.9,0.339,3,2,0.1824,0,0.0513,0,0.0,1.9
NH-10 (Siliguri-Gangtok),33.1,1474.3,34.4,216.1,429.0,44.3,1012.3,0.708,6,1,0.8941,0,0.3306,0,0.0,3.89
NH-37 (Silchar-Imphal),46.7,896.3,1.5,1.9,3.7,40.1,616.8,0.717,3,4,0.3247,0,0.0428,0,0.0,1.91
Guwahati-Jalukbari-Khanapara Urban,25.3,602.7,1.4,3.0,5.6,34.1,985.8,0.65,3,3,0.0648,0,0.0316,0,0.0,1.47
NH-15 (North Bank Brahmaputra),19.8,1555.5,0.4,0.7,1.4,19.1,200.7,0.672,4,3,0.0354,0,0.1065,0,0.0,1.48
NH-37 (Silchar-Imphal),30.2,1716.4,70.3,380.0,750.0,23.3,1494.4,0.406,5,3,0.8423,1,0.2652,1,84.4,4.05
NH-37 (Silchar-Imphal),27.4,933.9,1.8,4.4,5.5,47.6,2407.5,0.7,2,4,0.0774,0,0.0238,0,0.0,1.34
Guwahati-Jalukbari-Khanapara Urban,27.7,1542.9,24.3,208.7,684.1,34.2,987.0,0.593,1,2,0.7194,1,0.3164,0,0.0,3.35
NH-27 (East-West Corridor),25.0,1081.0,0.1,0.1,0.2,53.5,2623.2,0.484,1,3,0.0582,1,0.0247,0,0.0,1.45
NH-06 (Guwahati-Shillong),16.8,1669.4,1.6,3.2,6.1,55.0,281.4,0.567,2,4,0.0268,0,0.0856,0,0.0,1.29
NH-06 (Guwahati-Shillong),15.8,718.5,1.8,2.7,5.3,47.0,669.2,0.741,1,2,0.0228,0,0.045,0,0.0,1.54
NH-06 (Guwahati-Shillong),57.5,1996.9,0.5,1.3,2.0,25.3,886.7,0.621,0,3,0.291,1,0.0331,0,0.0,1.97
Guwahati-Jalukbari-Khanapara Urban,33.4,881.7,18.7,118.1,357.7,24.2,847.3,0.162,3,3,0.8781,1,0.2383,0,0.0,3.47
NH-37 (Silchar-Imphal),31.5,1030.4,50.2,354.7,750.0,25.1,560.6,0.71,1,3,0.7944,0,0.4057,0,0.0,3.45
NH-06 (Guwahati-Shillong),44.2,457.5,16.0,84.9,278.9,54.5,480.1,0.697,2,4,0.9245,1,0.2013,0,0.0,3.38
NH-15 (North Bank Brahmaputra),24.4,556.3,1.9,3.9,6.0,28.4,258.5,0.482,1,5,0.0453,0,0.0834,0,0.0,1.18
Guwahati-Jalukbari-Khanapara Urban,55.8,1304.3,3.7,6.2,12.2,43.3,547.7,0.571,3,4,0.3735,0,0.0487,0,0.0,2.02
Guwahati-Jalukbari-Khanapara Urban,48.8,845.0,0.7,0.8,1.6,53.4,292.0,0.57,0,2,0.3115,1,0.0906,0,0.0,2.22
Guwahati-Jalukbari-Khanapara Urban,18.8,1895.6,39.8,281.8,750.0,47.8,1210.5,0.194,2,2,0.537,0,0.3012,1,72.2,3.47
NH-27 (East-West Corridor),33.0,377.2,2.7,7.4,8.5,38.9,337.4,0.478,0,3,0.1436,0,0.0772,1,9.4,1.76
NH-15 (North Bank Brahmaputra),52.8,1051.3,32.6,234.4,590.5,21.8,198.3,0.485,5,4,0.9508,1,0.6109,0,0.0,3.85
NH-10 (Siliguri-Gangtok),55.6,974.1,0.2,0.4,0.8,22.0,793.0,0.521,3,3,0.3582,0,0.0354,0,0.0,2.12
NH-27 (East-West Corridor),35.1,385.8,0.6,1.1,1.2,34.7,873.5,0.455,1,5,0.169,0,0.0306,0,0.0,1.4
NH-37 (Silchar-Imphal),41.4,580.1,6.3,14.5,19.0,53.1,1794.0,0.669,3,1,0.3554,0,0.0312,0,0.0,2.41
Guwahati-Jalukbari-Khanapara Urban,22.2,1115.2,0.7,1.9,3.6,51.2,838.3,0.404,4,2,0.059,0,0.038,0,0.0,1.62
NH-27 (East-West Corridor),57.6,1261.8,7.5,60.5,222.1,21.6,489.1,0.714,5,2,0.9378,1,0.1008,0,0.0,3.61
NH-06 (Guwahati-Shillong),25.0,1097.9,0.4,0.8,0.9,26.5,1449.7,0.661,1,4,0.0469,0,0.0246,0,0.0,1.28
NH-10 (Siliguri-Gangtok),55.5,1332.2,34.6,166.1,571.3,38.6,771.7,0.795,4,3,0.9474,1,0.3388,0,0.0,3.72
Guwahati-Jalukbari-Khanapara Urban,42.9,1451.0,0.6,1.8,3.5,34.1,216.1,0.862,2,1,0.2935,1,0.1148,0,0.0,2.36
NH-27 (East-West Corridor),41.1,368.4,41.0,223.0,750.0,19.8,817.5,0.863,7,4,0.9258,1,0.3177,1,62.5,3.97
NH-06 (Guwahati-Shillong),37.0,1208.6,1.1,1.1,2.2,29.8,2058.9,0.337,3,3,0.253,0,0.0243,0,0.0,1.88
NH-06 (Guwahati-Shillong),24.9,2132.5,25.0,154.2,512.0,53.2,553.8,0.612,6,2,0.7328,1,0.4099,1,83.7,4.1
NH-27 (East-West Corridor),22.6,1310.2,42.6,288.9,724.9,53.1,431.2,0.421,3,2,0.64,0,0.491,1,86.5,3.99
NH-27 (East-West Corridor),24.5,1603.5,36.3,182.7,512.2,37.4,273.9,0.88,4,5,0.6324,1,0.5395,0,0.0,2.93
NH-15 (North Bank Brahmaputra),23.0,926.9,3.4,6.0,8.9,40.4,281.4,0.661,1,5,0.0383,0,0.0809,0,0.0,1.16
NH-15 (North Bank Brahmaputra),48.5,1781.9,9.0,95.5,332.5,23.9,603.6,0.805,0,1,0.9198,1,0.1862,1,11.9,3.9
NH-15 (North Bank Brahmaputra),30.1,1779.9,3.2,9.0,13.5,44.7,874.4,0.628,7,2,0.1636,0,0.0378,0,0.0,1.85
NH-15 (North Bank Brahmaputra),17.5,1314.4,0.2,0.6,1.1,17.1,217.2,0.08,4,3,0.0357,0,0.1007,0,0.0,1.48
NH-37 (Silchar-Imphal),56.7,2155.6,3.2,8.3,15.9,23.8,2395.0,0.409,1,4,0.3288,0,0.0233,0,0.0,1.9
Guwahati-Jalukbari-Khanapara Urban,53.0,582.3,0.3,0.4,0.5,15.2,1275.6,0.427,2,3,0.3326,1,0.0266,0,0.0,2.06
NH-15 (North Bank Brahmaputra),54.9,381.4,23.4,185.9,531.4,30.4,856.7,0.48,2,3,0.9407,1,0.3193,1,48.8,4.05
NH-06 (Guwahati-Shillong),57.8,1774.8,5.9,7.1,13.6,49.0,1560.3,0.615,3,4,0.3793,0,0.0263,0,0.0,2.01
NH-37 (Silchar-Imphal),22.5,1843.2,35.1,205.7,668.3,54.3,216.9,0.64,3,5,0.5842,1,0.595,1,103.3,3.55
NH-06 (Guwahati-Shillong),32.0,572.4,10.3,85.3,293.7,41.7,668.3,0.08,3,4,0.8604,1,0.1313,0,0.0,3.17
NH-27 (East-West Corridor),47.6,841.3,4.2,9.7,14.6,44.8,945.6,0.507,0,1,0.3301,1,0.0381,0,0.0,2.36
NH-06 (Guwahati-Shillong),44.9,382.5,20.6,110.1,362.6,25.5,1561.3,0.463,1,4,0.9197,1,0.1696,0,0.0,3.34
NH-06 (Guwahati-Shillong),21.6,892.6,1.9,4.8,7.2,35.8,1374.0,0.799,1,1,0.0369,0,0.0303,0,0.0,1.71
Guwahati-Jalukbari-Khanapara Urban,50.1,1780.3,35.9,220.6,634.3,44.5,409.6,0.657,3,3,0.9433,1,0.4842,0,0.0,3.85
NH-27 (East-West Corridor),24.7,1308.2,2.8,3.1,5.6,34.9,2412.6,0.517,3,3,0.0628,0,0.0246,0,0.0,1.46
NH-06 (Guwahati-Shillong),24.6,994.0,35.5,228.3,750.0,18.5,256.2,0.59,2,4,0.6077,0,0.562,1,80.2,3.65
NH-10 (Siliguri-Gangtok),38.1,1037.7,46.5,329.8,750.0,44.6,1814.4,0.246,1,1,0.9163,1,0.2852,0,0.0,3.9
NH-37 (Silchar-Imphal),40.5,352.5,24.6,172.7,391.3,23.8,2980.7,0.669,3,4,0.9147,1,0.2293,0,0.0,3.39
NH-15 (North Bank Brahmaputra),39.9,904.6,0.8,2.5,4.4,18.9,306.0,0.479,3,4,0.2684,0,0.0751,0,0.0,1.81
NH-15 (North Bank Brahmaputra),18.9,1545.9,0.3,0.6,0.9,34.1,1174.3,0.405,1,1,0.0315,0,0.0317,0,0.0,1.7
NH-06 (Guwahati-Shillong),52.7,2152.3,0.8,1.8,3.0,18.0,182.9,0.787,1,2,0.2985,0,0.1186,0,0.0,2.22
NH-06 (Guwahati-Shillong),26.4,1917.1,0.9,1.8,3.1,40.2,565.9,0.599,1,1,0.0709,0,0.0535,0,0.0,1.81
NH-37 (Silchar-Imphal),20.6,393.7,6.7,17.1,19.1,40.6,731.0,0.43,4,4,0.0492,0,0.0411,0,0.0,1.3
NH-06 (Guwahati-Shillong),53.2,2012.3,33.1,267.8,750.0,25.3,845.2,0.441,6,2,0.9567,1,0.3388,1,63.8,4.37
NH-27 (East-West Corridor),56.1,1798.9,1.5,3.5,7.0,53.6,2348.3,0.616,0,1,0.3397,0,0.0281,0,0.0,2.38
NH-06 (Guwahati-Shillong),52.1,1793.7,6.9,20.8,34.8,48.0,1042.4,0.602,2,2,0.4169,0,0.0373,0,0.0,2.4
NH-27 (East-West Corridor),49.8,1197.3,10.5,49.6,153.3,19.4,675.1,0.555,3,3,0.8437,1,0.0661,0,0.0,3.22
NH-27 (East-West Corridor),43.2,1086.3,10.9,54.4,154.3,44.9,1477.2,0.333,3,3,0.8634,1,0.0487,0,0.0,3.25
NH-27 (East-West Corridor),38.7,910.4,4.7,12.3,15.8,29.1,2555.2,0.36,4,2,0.3265,1,0.0268,1,7.6,2.25
NH-15 (North Bank Brahmaputra),18.7,471.5,1.0,1.8,2.7,45.0,167.9,0.415,4,5,0.0357,0,0.113,0,0.0,1.19
NH-37 (Silchar-Imphal),32.6,772.2,0.5,1.0,1.3,47.0,3387.4,0.515,0,4,0.1292,0,0.0232,0,0.0,1.46
NH-27 (East-West Corridor),31.0,806.2,0.5,1.6,1.9,21.1,222.1,0.543,4,2,0.1517,0,0.1051,0,0.0,1.89
NH-06 (Guwahati-Shillong),26.2,1245.5,52.9,323.8,750.0,41.5,1497.3,0.521,5,3,0.7537,1,0.2715,0,0.0,3.23
Guwahati-Jalukbari-Khanapara Urban,46.1,1732.8,1.4,2.3,3.8,49.5,413.2,0.529,2,3,0.3335,1,0.0647,0,0.0,2.1
NH-27 (East-West Corridor),36.3,1226.5,27.9,159.1,404.8,27.9,263.4,0.88,7,4,0.9006,0,0.544,1,88.4,4.33
NH-06 (Guwahati-Shillong),18.5,457.0,40.6,227.2,578.1,18.2,613.6,0.703,5,3,0.5179,0,0.3827,0,0.0,2.82
NH-06 (Guwahati-Shillong),24.5,2121.9,19.3,142.2,332.1,16.1,976.2,0.764,1,3,0.573,1,0.2627,0,0.0,2.82
NH-10 (Siliguri-Gangtok),44.4,2094.0,0.1,0.2,0.2,19.4,533.7,0.634,3,3,0.307,0,0.0487,0,0.0,2.02
NH-06 (Guwahati-Shillong),18.3,1802.6,1.5,2.3,2.9,15.2,194.9,0.563,5,4,0.0338,0,0.1036,0,0.0,1.33
